method,trial,status,validation_loss,num_layers,hidden_dim,layer_type,activation,pooling,optimizer_type,learning_rate,weight_decay,batch_size,elapsed_seconds,error,dropout
Optuna-tpe,0,completed,1.403544545173645,3,128,GAT,TANH,ADD,ADAM,0.0009216224334216727,1e-05,32,6.100585,,0.18468350670585096
Optuna-tpe,1,completed,0.5587211847305298,3,128,GAT,RELU,MEAN,ADAM,0.0007361441837063601,1e-05,32,31.034803,,0.08363534673622741
Optuna-tpe,2,completed,1.0946861505508423,5,128,GATED,TANH,ADD,ADAM,0.0003649181649026199,1e-05,32,9.948114,,0.17159769877329895
Optuna-tpe,3,completed,0.8217530846595764,3,128,GATED,RELU,ADD,ADAM,0.0018070718894648544,1e-05,16,12.046553,,0.18491077483962726
Optuna-tpe,4,completed,1.1843291521072388,4,64,GATED,TANH,MEAN,ADAM,0.0014870301993801507,1e-05,32,5.826298,,0.022638251542753313
Optuna-tpe,5,completed,0.7738294005393982,4,64,GATED,TANH,ADD,ADAM,0.0003794113592481345,1e-05,16,36.565825,,0.1584086364723787
Optuna-tpe,6,completed,0.5201478600502014,5,128,GAT,RELU,MEAN,ADAM,0.000790464654472595,1e-05,32,49.041492,,0.14236391952285085
Optuna-tpe,7,completed,0.8480501770973206,3,128,GAT,RELU,MEAN,ADAM,0.000585915037827925,1e-05,16,29.302586,,0.1875046773650509
Optuna-tpe,8,completed,1.069571614265442,4,128,GATED,TANH,ADD,ADAM,0.0003479604123482673,1e-05,32,5.728028,,0.1192525900941154
Optuna-tpe,9,completed,0.7333706021308899,3,128,GATED,RELU,MEAN,ADAM,0.0008996326682152115,1e-05,32,7.955712,,0.1505944050531559
Optuna-tpe,10,completed,0.8847736120223999,5,64,GAT,TANH,MEAN,ADAM,0.001456923988078746,1e-05,16,32.429586,,0.08121033176919024
Optuna-tpe,11,completed,2.0576894283294678,3,64,GAT,TANH,MEAN,ADAM,0.0004892755350784672,1e-05,32,13.603118,,0.2465339511994382
Optuna-tpe,12,completed,1.4733493328094482,4,128,GATED,RELU,MEAN,ADAM,0.002188354310478391,1e-05,16,7.684169,,0.09376953058323373
