method,trial,status,validation_loss,num_layers,hidden_dim,layer_type,activation,pooling,optimizer_type,learning_rate,weight_decay,batch_size,elapsed_seconds,error,dropout,x
Random,0,completed,0.5968050956726074,3,64,GATED,TANH,MEAN,ADAM,0.0014066623362698203,1e-05,16,20.75342962902505,,0.041509146340181574,"[0.22895350709861106, 0.09566431422085597, 0.3670731417566211, 0.8067948907310339, 0.6414367243401504, 0.21817354483959772, 0.6710686045529061, 0.6495888128554704, 0.343501964976062, 0.1660365853607263]"
Random,1,completed,0.7779394388198853,4,64,GATED,TANH,ADD,ADAM,0.0009883023990314643,1e-05,16,20.569618459034245,,0.2461257929159978,"[0.5623424482334707, 0.24649214328559865, 0.4584040025032281, 0.9142324074644609, 0.06583679466892545, 0.583221009176559, 0.5177685948644752, 0.743749248627304, 0.26649245047623993, 0.9845031716639912]"
Random,2,completed,1.2273364067077637,5,128,GAT,TANH,ADD,ADAM,0.0026863250416328762,1e-05,32,16.56241580902133,,0.19876736754421626,"[0.9549241629984203, 0.9392381912369776, 0.7218067063902303, 0.7256219689625525, 0.22690663324956473, 0.19386990381297287, 0.9520373058270661, 0.25666873803778845, 0.6363869080103982, 0.795069470176865]"
Random,3,completed,0.9320834875106812,3,128,GAT,RELU,ADD,ADAM,0.0015505755911941828,1e-05,16,15.935603707039263,,0.018288690242811295,"[0.12551086709728987, 0.9008668279919305, 0.5236092886766213, 0.40143349424272545, 0.13654359689858442, 0.48498707915192374, 0.7133716884033708, 0.9602667095115937, 0.23316716131895399, 0.07315476097124518]"
Random,4,completed,0.9233525991439819,5,64,GAT,RELU,MEAN,ADAM,0.0003105383507007304,1e-05,32,26.78779954399215,,0.0051486624473464915,"[0.7321412732596662, 0.1514478514321107, 0.5855822824638579, 0.3807516740701189, 0.747654255821885, 0.23915206443721648, 0.014993987374920636, 0.7869224287325812, 0.9363944644077339, 0.020594649789385966]"
Random,5,completed,0.58844393491745,3,128,GATED,TANH,MEAN,ADAM,0.0005137358030046816,1e-05,16,21.6731722879922,,0.008936500462751268,"[0.20505810188073137, 0.9709643812395036, 0.21882943318239023, 0.7398458826338229, 0.84363966925848, 0.9714545448458801, 0.23361857868140867, 0.3781717641879978, 0.01982344972784411, 0.03574600185100507]"
Random,6,completed,1.009201169013977,3,64,GATED,RELU,MEAN,ADAM,0.0006260469021714477,1e-05,32,8.719138411979657,,0.1152809766022761,"[0.07834054922624378, 0.07890466480168112, 0.2327079230231841, 0.34283058830508617, 0.6404641367005184, 0.8344026362445967, 0.31948561617641313, 0.9087955151712707, 0.5465895265401085, 0.4611239064091044]"
Random,7,completed,1.375779628753662,3,128,GAT,TANH,MEAN,ADAM,0.0014083298944452907,1e-05,32,10.940656448947266,,0.14368971051501264,"[0.31697963898008685, 0.8809928502389176, 0.5767603964876157, 0.9728470570420368, 0.6112327708373405, 0.9508153006797765, 0.6715831433787476, 0.6270230359602764, 0.7310019523069642, 0.5747588420600506]"
Random,8,completed,0.7790867686271667,4,64,GAT,RELU,ADD,ADAM,0.0023382510020412183,1e-05,16,36.589347934001125,,0.1480913771486094,"[0.4257979641528039, 0.49854271951068607, 0.502221644047244, 0.20400994582740217, 0.28915168299698735, 0.5743068550286677, 0.8917698744117214, 0.73394690525298, 0.11857702415346794, 0.5923655085944376]"
Random,9,completed,2.2099671363830566,4,64,GAT,TANH,ADD,ADAM,0.0003828641139679368,1e-05,32,12.059500159986783,,0.20986646895430278,"[0.6046198613481913, 0.21859141029827844, 0.7111155454884442, 0.5050289267651028, 0.1696676424440553, 0.004291017185500623, 0.10592340691118185, 0.6610982645491772, 0.5511251443325473, 0.8394658758172111]"
Random,10,completed,0.6902080178260803,3,64,GATED,RELU,MEAN,ADAM,0.001628388347451349,1e-05,16,19.459579239948653,,0.1883121019514817,"[0.2662492782664301, 0.21818378679757222, 0.17159468153418866, 0.40060210640036387, 0.9118840964652495, 0.6042824417888962, 0.7346367312404101, 0.021268978551058915, 0.35046704129649153, 0.7532484078059268]"
