method,trial,status,validation_loss,num_layers,hidden_dim,layer_type,activation,pooling,optimizer_type,learning_rate,weight_decay,batch_size,elapsed_seconds,error,dropout
Optuna-tpe,0,completed,6.556764125823975,3,32,GRAPH_SAGE,RELU,MEAN_MAX,ADAMW,0.00012562773503807024,1e-06,256,1.304241,,0.40419867405823057
Optuna-tpe,1,completed,3.861870765686035,3,64,GRAPH_SAGE,ELU,MAX,ADAM,9.46217535646148e-05,1e-05,128,1.007345,,0.0993578407670862
Optuna-tpe,2,completed,6.38435173034668,2,32,GAT,ELU,MAX,SGD,0.00030296104428212476,0.01,64,2.323499,,0.37777556927152434
Optuna-tpe,3,completed,1.195375919342041,2,256,GIN,GELU,ADD,ADAM,4.6379219034580266e-05,1e-05,32,5.365116,,0.15043915490838483
Optuna-tpe,4,completed,2.400733232498169,3,64,GIN,GELU,MEAN,RMSPROP,3.627066608804409e-05,1e-05,256,1.930974,,0.06876047207299663
Optuna-tpe,5,completed,4.390700340270996,3,64,GCN,TANH,MEAN_MAX,ADAM,0.004962066332418387,0.0001,256,0.556078,,0.11862454374840004
Optuna-tpe,6,completed,2.0869197845458984,3,128,GIN,TANH,MAX,ADAM,3.398850311078458e-05,1e-06,32,8.401229,,0.19254886430096263
Optuna-tpe,7,completed,1.1891112327575684,5,256,GATED,TANH,ADD,RMSPROP,0.00031955740374573204,0.001,64,4.546497,,0.2713223173537883
Optuna-tpe,8,completed,3.8888368606567383,3,256,GAT,ELU,MEAN_MAX,ADAMW,1.719369205183304e-05,1e-06,128,2.104161,,0.13996694847297142
Optuna-tpe,9,completed,4.087905406951904,5,32,GRAPH_SAGE,TANH,MAX,SGD,1.3674518065224915e-05,0.0001,256,6.252589,,0.2877370889379395
Optuna-tpe,10,completed,6.812039375305176,3,256,GCN,GELU,MAX,RMSPROP,0.004289592532297353,0.01,16,5.519602,,0.46537866280178236
Optuna-tpe,11,completed,7.018143177032471,5,512,GATED,TANH,MAX,SGD,0.0018076884714446043,0.0,32,3.53755,,0.3807553158587361
Optuna-tpe,12,completed,1.3103289604187012,4,512,GATED,ELU,ADD,RMSPROP,0.0003005213373823071,0.01,64,7.782877,,0.43429956409473014
Optuna-tpe,13,completed,11.150755882263184,2,128,GRAPH_SAGE,GELU,MEAN_MAX,ADAMW,0.0007250998134673026,0.001,32,2.050841,,0.40689750985347434
Optuna-tpe,14,completed,1.2101645469665527,4,256,GAT,ELU,ADD,ADAM,6.610300699552027e-05,0.0001,32,13.643401,,0.06457970757574749
Optuna-tpe,15,completed,1.7206804752349854,5,128,GATED,ELU,ADD,ADAMW,1.105691566285647e-05,0.001,256,7.533875,,0.47476031182882106
Optuna-tpe,16,completed,2.520991325378418,2,512,GAT,GELU,ADD,ADAMW,1.3261903052572598e-05,0.01,128,1.758816,,0.3997051994545213
Optuna-tpe,17,completed,4.48809814453125,4,128,GCN,TANH,MEAN,ADAM,0.00021990601088151432,0.0,128,3.437251,,0.3395511595722448
Optuna-tpe,18,completed,2.890747308731079,5,512,GIN,GELU,ADD,RMSPROP,0.004901130584259784,0.0001,16,13.369271,,0.3343216099622155
Optuna-tpe,19,completed,5.754786491394043,5,256,GAT,RELU,MAX,RMSPROP,0.0026892014550303784,1e-05,128,1.890344,,0.36543373760182213
Optuna-tpe,20,completed,2.048435688018799,4,256,GATED,RELU,ADD,RMSPROP,0.0009053060878217676,0.001,64,4.833786,,0.00658836623167014
Optuna-tpe,21,completed,1.122313380241394,4,256,GIN,ELU,ADD,ADAM,6.705297098875555e-05,0.001,32,7.497424,,0.21107528630113798
Optuna-tpe,22,completed,1.3953895568847656,4,256,GIN,TANH,ADD,ADAM,4.210060503334369e-05,0.001,32,5.512773,,0.22312814549693955
Optuna-tpe,23,completed,1.721666932106018,4,256,GIN,GELU,ADD,ADAM,0.000531508836925664,0.001,64,4.644098,,0.27027648080444655
Optuna-tpe,24,completed,1.3599928617477417,2,256,GIN,TANH,ADD,ADAM,0.0001218416527482656,1e-05,32,3.559473,,0.1757608290666059
Optuna-tpe,25,completed,1.4240490198135376,5,256,GIN,GELU,ADD,ADAM,0.00018754824488362838,0.001,32,7.452252,,0.2331370583008635
Optuna-tpe,26,completed,1.37372624874115,4,256,GATED,ELU,MEAN,ADAM,6.720521902098205e-05,0.001,64,17.16029,,0.1774781420751641
Optuna-tpe,27,completed,1.171260952949524,5,256,GIN,RELU,ADD,RMSPROP,2.261060637863494e-05,1e-05,32,13.26812,,0.30328604619007515
Optuna-tpe,28,completed,1.2291520833969116,5,256,GATED,RELU,ADD,RMSPROP,2.0074174243911435e-05,0.001,16,43.354883,,0.30300926807864104
Optuna-tpe,29,completed,1.212386131286621,5,32,GIN,RELU,ADD,RMSPROP,2.4674615914268526e-05,0.0,64,26.357474,,0.2511593063264641
Optuna-tpe,30,completed,0.9788168668746948,5,256,GIN,RELU,ADD,RMSPROP,0.00014741823947260244,1e-06,32,9.256088,,0.2161168464294375
Optuna-tpe,31,completed,1.0114425420761108,5,256,GIN,RELU,ADD,RMSPROP,0.000124685474087961,1e-06,32,9.269863,,0.21334597188536564
Optuna-tpe,32,completed,1.2459173202514648,5,256,GIN,RELU,ADD,RMSPROP,8.874733759609566e-05,1e-06,32,6.26838,,0.1972248821194833
Optuna-tpe,33,completed,1.158787727355957,5,64,GIN,RELU,ADD,RMSPROP,0.0001551983615112422,1e-06,32,10.65029,,0.22012199008004865
