method,trial,status,validation_loss,num_layers,hidden_dim,layer_type,activation,pooling,optimizer_type,learning_rate,weight_decay,batch_size,elapsed_seconds,error,dropout
Optuna-tpe,0,completed,8.126872062683105,3,64,GATED,ELU,MAX,SGD,0.0006594008467964389,1e-05,256,1.079871,,0.4699597679221532
Optuna-tpe,1,completed,1.512773871421814,5,32,GATED,RELU,MEAN,RMSPROP,0.0011358387370727148,0.0001,256,3.365045,,0.30490184302146955
Optuna-tpe,2,completed,1.7964638471603394,4,512,GIN,GELU,MEAN,ADAM,0.000295410586498035,0.01,64,4.828562,,0.1733515016640843
Optuna-tpe,3,completed,1.6639140844345093,5,64,GCN,RELU,MEAN,ADAM,0.0005261837646331923,1e-05,64,9.303922,,0.12505838744794573
Optuna-tpe,4,completed,8.538543701171875,4,256,GATED,ELU,MEAN_MAX,SGD,2.4624641768034233e-05,0.01,32,5.27629,,0.44164493653735
Optuna-tpe,5,completed,30.863067626953125,3,256,GCN,TANH,MEAN_MAX,RMSPROP,0.007373392390813843,0.001,256,0.553294,,0.43404964342572006
Optuna-tpe,6,completed,1.2544910907745361,4,128,GAT,GELU,ADD,ADAM,8.270693201234861e-05,0.001,16,31.358188,,0.3247624326786027
Optuna-tpe,7,completed,3.886416435241699,2,512,GAT,TANH,MEAN_MAX,ADAM,3.0545652455747266e-05,1e-05,64,2.499974,,0.23842751966180148
Optuna-tpe,8,completed,7.1286468505859375,4,256,GAT,RELU,MEAN_MAX,SGD,0.0011247652173480855,1e-05,16,11.08232,,0.33351208320281
Optuna-tpe,9,completed,3.0788841247558594,4,64,GIN,GELU,MEAN,ADAM,0.0002164385625373448,1e-06,64,2.160153,,0.3393781710409015
Optuna-tpe,10,completed,0.8751071095466614,5,32,GRAPH_SAGE,RELU,MEAN,RMSPROP,0.004309395889944605,1e-05,16,30.56722,,0.10204121689394441
Optuna-tpe,11,completed,3.067061185836792,3,256,GIN,ELU,MAX,SGD,2.432369742494563e-05,0.0001,16,8.453789,,0.0606667062509183
Optuna-tpe,12,completed,41.13093566894531,2,128,GRAPH_SAGE,ELU,MEAN_MAX,RMSPROP,0.005329552425126186,1e-05,128,0.649703,,0.3876817653184492
Optuna-tpe,13,completed,2.314788818359375,4,64,GCN,RELU,ADD,RMSPROP,0.007958017777161106,0.001,64,4.003668,,0.35189384326093764
Optuna-tpe,14,completed,2.935112953186035,3,32,GIN,GELU,MEAN,RMSPROP,7.123290154295318e-05,0.001,16,7.638059,,0.4737389859478754
Optuna-tpe,15,completed,18.872150421142578,5,64,GRAPH_SAGE,ELU,MAX,ADAM,0.005942572196393247,1e-06,16,6.643685,,0.12629530555804291
Optuna-tpe,16,completed,1.453492522239685,3,32,GIN,TANH,ADD,ADAM,0.00027523445623048244,0.0,256,1.134185,,0.17771732229793807
Optuna-tpe,17,completed,4.605013847351074,2,256,GAT,GELU,MEAN_MAX,ADAM,0.002024366130537319,0.0,256,0.575691,,0.31426389814200495
Optuna-tpe,18,completed,3.5212721824645996,4,128,GIN,ELU,MEAN_MAX,RMSPROP,0.002456819659527682,0.001,32,3.073764,,0.49042609800515613
Optuna-tpe,19,completed,6.150606632232666,4,256,GRAPH_SAGE,ELU,MEAN,SGD,0.0004096564515858272,0.0,32,2.619036,,0.4743897213211388
Optuna-tpe,20,completed,0.7053154706954956,5,128,GAT,RELU,ADD,ADAMW,5.716098034977952e-05,0.001,16,117.628083,,0.04363178541603566
