method,trial,status,validation_loss,num_layers,hidden_dim,layer_type,activation,pooling,optimizer_type,learning_rate,weight_decay,batch_size,elapsed_seconds,error,dropout
Optuna-tpe,0,completed,2.4594850540161133,4,512,GAT,TANH,ADD,ADAMW,0.0013879192081455798,0.0001,64,6.328611,,0.43857946901711387
Optuna-tpe,1,completed,3.925818681716919,2,128,GATED,TANH,MAX,ADAMW,0.0012458042396624877,1e-06,256,0.424599,,0.31853541305922695
Optuna-tpe,2,completed,0.5533475875854492,4,128,GAT,RELU,MEAN,ADAM,0.0003862208721453478,0.0001,64,38.231655,,0.16003232070330803
Optuna-tpe,3,completed,7.54277229309082,3,128,GAT,ELU,MAX,SGD,0.0017717595708129715,0.001,16,8.603326,,0.2602227960590408
Optuna-tpe,4,completed,2.018014907836914,4,64,GIN,ELU,MEAN,ADAMW,0.0009086418909762433,0.0,64,3.620085,,0.4097670761097978
Optuna-tpe,5,completed,3.574495792388916,3,512,GAT,GELU,MEAN,RMSPROP,0.0060313025400860944,0.0001,64,3.885535,,0.4859087695900795
Optuna-tpe,6,completed,2.0348119735717773,3,64,GATED,GELU,MAX,SGD,0.0005498757182297616,0.001,32,5.666216,,0.02377315636132682
Optuna-tpe,7,completed,8.582488059997559,2,128,GAT,TANH,MAX,ADAM,0.005921433249339776,1e-05,256,0.584252,,0.13118364566077495
Optuna-tpe,8,completed,3.61660099029541,3,512,GCN,GELU,MEAN_MAX,RMSPROP,1.3154964830521917e-05,0.0001,256,2.744055,,0.08632248841968948
Optuna-tpe,9,completed,1.6245747804641724,3,128,GIN,GELU,MEAN,ADAMW,3.641753360144162e-05,1e-05,128,3.610342,,0.026915130098845885
Optuna-tpe,10,completed,1.196385383605957,5,32,GIN,TANH,ADD,ADAM,0.00040310987297448574,0.0,128,3.411271,,0.003172966408293565
Optuna-tpe,11,completed,2.2179038524627686,3,256,GIN,GELU,MEAN,RMSPROP,0.00010028122938088347,0.01,32,6.037146,,0.30126826768400333
Optuna-tpe,12,completed,1.39302396774292,2,64,GATED,GELU,MEAN,ADAM,0.00020335217895769416,0.001,32,14.875027,,0.410012194269156
Optuna-tpe,13,completed,7.882220268249512,4,32,GATED,TANH,MEAN_MAX,SGD,0.0002732642492128129,1e-06,128,1.208763,,0.4124274309701474
Optuna-tpe,14,completed,3.166234016418457,3,256,GRAPH_SAGE,GELU,MEAN,RMSPROP,6.653716294454707e-05,0.0001,128,2.891998,,0.4292793788557229
Optuna-tpe,15,completed,4.885802268981934,3,32,GIN,GELU,MAX,SGD,4.069589334126981e-05,0.0,32,3.058479,,0.4226655275558548
Optuna-tpe,16,completed,2.1205337047576904,5,64,GIN,GELU,ADD,ADAMW,1.4532226694107089e-05,0.0001,16,27.579955,,0.38626015396250624
Optuna-tpe,17,completed,3.3374853134155273,5,64,GIN,ELU,MAX,ADAM,5.217804784099123e-05,0.0,64,2.351754,,0.2907786690417973
Optuna-tpe,18,completed,3.620563507080078,3,256,GRAPH_SAGE,GELU,MEAN_MAX,RMSPROP,0.007336276312151515,0.001,256,0.656834,,0.13298205994101914
Optuna-tpe,19,completed,1.0665985345840454,3,128,GAT,GELU,ADD,ADAM,0.006474223300535151,0.0,32,13.414603,,0.15434909958691645
Optuna-tpe,20,completed,1.0745816230773926,4,128,GAT,RELU,ADD,ADAM,0.002913503916877755,0.01,64,5.426494,,0.19672892608581133
Optuna-tpe,21,completed,1.0339584350585938,4,128,GAT,RELU,ADD,ADAM,0.003623097814490858,0.01,64,5.425384,,0.19334455593529593
Optuna-tpe,22,completed,0.9453840255737305,4,128,GAT,RELU,ADD,ADAM,0.002992470393141585,0.01,64,10.628432,,0.19770101002595725
Optuna-tpe,23,completed,1.0748674869537354,4,128,GAT,RELU,ADD,ADAM,0.0028165580916221815,0.01,64,5.432696,,0.19285446895816163
Optuna-tpe,24,completed,1.1014020442962646,4,128,GCN,RELU,ADD,ADAM,0.002580847529043835,0.01,64,5.227055,,0.21352177718372028
Optuna-tpe,25,completed,1.0966002941131592,5,128,GAT,RELU,ADD,ADAM,0.00014879555111472345,0.01,64,7.595633,,0.09774167925406847
Optuna-tpe,26,completed,1.0002588033676147,4,128,GAT,RELU,ADD,ADAM,0.0007109400098565742,0.01,64,13.246064,,0.23971082968107255
Optuna-tpe,27,completed,0.9483643770217896,4,128,GAT,RELU,ADD,ADAM,0.0006560183902364472,0.01,64,13.242095,,0.23754417469931738
Optuna-tpe,28,completed,1.1886540651321411,5,128,GRAPH_SAGE,RELU,MEAN,ADAM,0.0005783973761928272,0.01,16,50.454424,,0.3458802172269244
Optuna-tpe,29,completed,0.9261205792427063,4,512,GAT,RELU,ADD,ADAM,0.0014075368817906154,0.0001,64,8.172585,,0.23812980111679982
