method,trial,status,validation_loss,num_layers,hidden_dim,layer_type,activation,pooling,optimizer_type,learning_rate,weight_decay,batch_size,elapsed_seconds,error,dropout,x
BoTorch,0,completed,0.7590155005455017,4,64,GAT,RELU,ADD,ADAM,0.0016687088354893451,1e-05,16,39.44827398599591,,0.13359876116537314,"[0.6621718826359528, 0.14459390597385224, 0.745581522295122, 0.4306444052471682, 0.17649967938332423, 0.30619094758980636, 0.7452593107363549, 0.9871966823570051, 0.4746636111454924, 0.5343950446614926]"
BoTorch,1,completed,0.9487460255622864,4,64,GAT,TANH,ADD,ADAM,0.0003242482791131331,1e-05,16,31.305985159007832,,0.07463265129221197,"[0.5499389470978505, 0.43749981163943064, 0.5104450719083006, 0.8996550598866805, 0.4130393740579149, 0.846551750888159, 0.03375642510614352, 0.11084417988485351, 0.3540130601261109, 0.2985306051688479]"
BoTorch,2,completed,0.9192017912864685,4,64,GAT,TANH,ADD,ADAM,0.002239761110743636,1e-05,16,27.170296160009457,,0.021705480532174026,"[0.43060677888462917, 0.29374770931545924, 0.80617298447217, 0.7330237801063522, 0.27054069975730466, 0.30618580779312543, 0.8730804449455543, 0.6554554042239068, 0.4609211014273594, 0.0868219221286961]"
BoTorch,3,completed,0.755541980266571,4,128,GATED,RELU,ADD,ADAM,0.00037589482707336627,1e-05,16,32.88039265898988,,0.06775023005157146,"[0.4366118027949192, 0.8232215882365916, 0.2936832251824417, 0.40732056125340377, 0.35736887406330253, 0.8327375067963844, 0.09794509443402621, 0.523485917192129, 0.09131274467648187, 0.27100092020628586]"
BoTorch,4,completed,0.6070478558540344,5,128,GATED,TANH,MEAN,ADAM,0.0009138189306533463,1e-05,32,13.178435388981597,,0.24803561347687827,"[0.9731754960710199, 0.7086539701013188, 0.209191103395713, 0.8594267137079209, 0.902596158015905, 0.4392345017685201, 0.48373889592837627, 0.3073778748733821, 0.8979142847629825, 0.9921424539075131]"
BoTorch,5,completed,1.5377302169799805,5,128,GATED,TANH,MEAN,ADAM,0.00032295117686180534,1e-05,32,6.094606117025251,,0.06979369000959548,"[0.8240574212639418, 0.8294074870420884, 0.4173844783268563, 0.8518386701389248, 0.7456315233011029, 0.0678059328372439, 0.03201561676875431, 0.727958177201933, 0.6962250197617563, 0.27917476003838193]"
BoTorch,6,completed,0.6613262295722961,4,128,GATED,TANH,MEAN,ADAM,0.0011919964451587574,1e-05,16,15.97149882602389,,0.1544870155980376,"[0.4092436221856288, 0.609872691116904, 0.47837633442578986, 0.6377762026108271, 0.9890739683764229, 0.7291794968033993, 0.5991537055081808, 0.08081617610557468, 0.15086838834474636, 0.6179480623921504]"
BoTorch,7,completed,0.5430412292480469,4,128,GATED,RELU,MEAN,ADAM,0.0005174293237324465,1e-05,16,35.64946823500213,,0.07080070270260641,"[0.3790883976819083, 0.8604041677903375, 0.013476112608143964, 0.25765390827473234, 0.9818154326823486, 0.7582478747879559, 0.23672978267655775, 0.7824284069214476, 0.0445783933322107, 0.28320281081042564]"
BoTorch,8,completed,1.5290613174438477,4,64,GAT,TANH,ADD,ADAM,0.0006479800494689994,1e-05,16,34.95714092400158,,0.12671502496154663,"[0.6449160838157345, 0.3500816099576304, 0.869963902801606, 0.7409180637571253, 0.4525455054864924, 0.9686699731884586, 0.3344403799489143, 0.500768095041033, 0.35179609870854567, 0.5068600998461865]"
BoTorch,9,completed,0.9200264811515808,5,128,GATED,RELU,MEAN,ADAM,0.002692385016462555,1e-05,32,8.480829290987458,,0.07630820126697227,"[0.9663222691190181, 0.6332288533686605, 0.36783948883766904, 0.1695823678224263, 0.81601705093378, 0.3702200713243836, 0.9530159102560655, 0.3293289596011003, 0.8906461964157307, 0.3052328050678891]"
BoTorch,10,completed,0.8982147574424744,4,64,GAT,TANH,MEAN,ADAM,0.0009760380682306697,1e-05,16,52.82655692999833,,0.1193295160617748,"[0.35282476635936244, 0.41720568818946435, 0.5813833696953862, 0.5972053505466652, 0.9603782471932507, 0.01258095039495577, 0.5123455019840152, 0.7069084506404223, 0.4341909379514205, 0.4773180642470992]"
BoTorch,11,completed,0.8566254377365112,4,128,GAT,RELU,MEAN,ADAM,0.002535956325996764,1e-05,32,12.182094354997389,,0.12391319363404207,"[0.3347409884612441, 0.6293550940912882, 0.6193580102067728, 0.11478680911251948, 0.8321582721319004, 0.5284630160050012, 0.9270205151753895, 0.5876790826605467, 0.8241991020168826, 0.4956527745361683]"
BoTorch,12,completed,0.6587779521942139,3,64,GAT,RELU,MEAN,ADAM,0.001559193171496655,1e-05,32,23.10007709398633,,0.20895300564107974,"[0.29399608836680324, 0.43491277588978183, 0.7994823612767111, 0.3151907847658024, 0.8148590041001179, 0.7742234912262441, 0.7157786693966901, 0.9444774983382063, 0.9639799613180897, 0.835812022564319]"
BoTorch,13,completed,0.7427042126655579,3,64,GATED,TANH,ADD,ADAM,0.0005361145408132731,1e-05,32,18.220979039004305,,0.04160842812816118,"[0.2893052008480471, 0.20376322073473385, 0.36302870652246666, 0.8034267146189182, 0.2863694729499199, 0.6993545683818252, 0.25213633185525564, 0.8987978225803208, 0.7458732404982231, 0.16643371251264472]"
BoTorch,14,completed,1.081691026687622,4,64,GAT,TANH,ADD,ADAM,0.0013881528116540171,1e-05,16,13.596638688992243,,0.04614193032774552,"[0.43290034994212423, 0.14015149593295362, 0.7479521118398993, 0.7100881324076062, 0.40897647795892067, 0.9418467290598707, 0.6653160223538864, 0.642569405576787, 0.13654597558689419, 0.1845677213109821]"
BoTorch,15,completed,1.2040400505065918,3,128,GAT,TANH,ADD,ADAM,0.0003366522955938659,1e-05,32,8.13135943398811,,0.14674959508172533,"[0.2815872616432581, 0.7237605515901363, 0.7698390445664393, 0.5797500410092614, 0.08213359905251238, 0.7314473054422147, 0.05006032549927142, 0.3402818675826377, 0.5947939181013422, 0.5869983803269013]"
BoTorch,16,completed,0.6769210696220398,4,128,GAT,RELU,MEAN,ADAM,0.0010171361403557028,1e-05,32,25.73641430400312,,0.01396504060343634,"[0.42455201818488997, 0.8539750507670548, 0.5907376392082532, 0.16430932735184445, 0.8295675822705828, 0.20257066431357218, 0.5302578309938638, 0.805330268361958, 0.880850358838971, 0.05586016241374536]"
BoTorch,17,completed,0.8017644882202148,3,128,GATED,TANH,ADD,ADAM,0.0004415125794023808,1e-05,32,11.490933408000274,,0.017456209048171606,"[0.31307850721739183, 0.7186869250457579, 0.23579215511719864, 0.796796991539159, 0.23766435946369846, 0.03608780751717999, 0.16782182711739424, 0.8039189675593484, 0.6989941650426172, 0.06982483619268642]"
BoTorch,18,completed,0.5370389819145203,5,128,GATED,RELU,MEAN,ADAM,0.001426937905892736,1e-05,32,12.374140450992854,,0.1896611527577559,"[0.8765696480063353, 0.9564837718327549, 0.26513125720537944, 0.3646573566250747, 0.8294846989020249, 0.8329489837724671, 0.6772838202065603, 0.16777719667477387, 0.8959274376550719, 0.7586446110310237]"
BoTorch,19,completed,0.6960940361022949,3,128,GATED,RELU,ADD,ADAM,0.0023481207718001186,1e-05,32,7.71410719800042,,0.016764812475350055,"[0.04097124979084177, 0.5668476964351342, 0.3926626223938625, 0.006562526143863767, 0.05764793504742949, 0.0002609461774376598, 0.8935991756657454, 0.7161845630639021, 0.59660760010569, 0.06705924990140022]"
BoTorch,20,completed,0.6946519613265991,5,128,GATED,TANH,MEAN,ADAM,0.001042941601320068,1e-05,32,12.412554872978944,,0.25,"[0.7592505930730489, 0.9745320542793401, 0.045371518659492904, 0.6359728338948933, 0.9575011503810298, 0.8128704261190114, 0.5411387364158804, 0.11123400028116741, 0.6814671370244613, 1.0]"
BoTorch,21,completed,0.5939425230026245,3,128,GATED,RELU,MEAN,ADAM,0.000502060156554419,1e-05,16,23.222851661004825,,0.06156838389904907,"[0.17415316903138084, 0.7762470511308758, 0.1780600586843039, 0.030641537943048965, 0.7030627501913556, 1.0, 0.22363450245402453, 0.7494039475502503, 0.0750404225559653, 0.24627353559619627]"
BoTorch,22,completed,1.628985047340393,3,64,GAT,RELU,MEAN,ADAM,0.003000000000000001,1e-05,32,8.2819316709938,,0.046800904091215005,"[0.2571629561344434, 0.39158623355764643, 0.6962751538953942, 0.3027502253326978, 0.5563610274740475, 0.0, 1.0, 1.0, 0.8576289213794467, 0.18720361636486002]"
BoTorch,23,completed,0.6062895655632019,4,128,GATED,RELU,MEAN,ADAM,0.0008905038668391837,1e-05,32,12.461338744993554,,0.07055661677840752,"[0.3863128949100515, 0.7856433651154922, 0.2770206937006576, 0.0021096794620453926, 0.8398998391957673, 0.8358160143416234, 0.47251455492269234, 0.8155159684282651, 0.5388721938048944, 0.2822264671136301]"
BoTorch,24,completed,0.6180296540260315,3,128,GATED,RELU,MEAN,ADAM,0.0004458396520036724,1e-05,16,21.744015198986745,,0.03518599721879181,"[0.0, 0.5701234061258693, 0.0, 0.0, 0.877194345559621, 1.0, 0.17205743634376974, 0.44755393127032456, 0.0, 0.14074398887516723]"
BoTorch,25,completed,0.634903073310852,5,128,GATED,RELU,MEAN,ADAM,0.0013053952518549778,1e-05,32,10.181267976004165,,0.1400312588925134,"[0.8752194306080294, 1.0, 0.3846697163445111, 0.1267752400151201, 0.8021803548247453, 0.5705270924078852, 0.6386207739735783, 0.5250383694581731, 1.0, 0.5601250355700536]"
BoTorch,26,completed,0.7754127383232117,4,128,GATED,TANH,MEAN,ADAM,0.0012728178923997774,1e-05,32,10.803549964999547,,0.16849192228766738,"[0.641586656601673, 0.768011741326858, 0.4391435008341112, 0.7345464963553197, 0.849811959301297, 0.9783098385348781, 0.6276450169753319, 0.09111981123780749, 1.0, 0.6739676891506695]"
BoTorch,27,completed,0.540934145450592,3,64,GATED,RELU,MEAN,ADAM,0.0006338747445087578,1e-05,16,24.903295094001805,,0.046455140180935835,"[0.26592153889679054, 0.4762738425786982, 0.037649355811907335, 0.3798713573165657, 0.6887181218466132, 0.6816961077382131, 0.32488219378841215, 0.7883423865459699, 0.1542680309477283, 0.18582056072374334]"
BoTorch,28,completed,0.7585689425468445,5,128,GATED,RELU,MEAN,ADAM,0.002114455952291037,1e-05,32,13.47432732899324,,0.25,"[0.9192436939408025, 0.5430090488305492, 0.22180507243238132, 0.08063417087502103, 0.8206041218838089, 0.8728139024500864, 0.8480773877657659, 0.30782112756136343, 0.5407349077878444, 1.0]"
BoTorch,29,completed,0.511815071105957,5,128,GATED,RELU,MEAN,ADAM,0.0008816753198288335,1e-05,16,39.31508559201029,,0.15036714273397886,"[0.8511357364467812, 0.8677616869982124, 0.14151552803897502, 0.3697827380958531, 0.8142192098346132, 0.6524958814043912, 0.4681874293161577, 0.3265789255410771, 0.07393221030618219, 0.6014685709359154]"
BoTorch,30,completed,0.4659521281719208,3,128,GATED,RELU,MEAN,ADAM,0.0010045673029888216,1e-05,32,18.185556235985132,,0.04327613225762667,"[0.2666675742841892, 0.5741025355307633, 0.20992948902267042, 0.4377501761850523, 0.8720408856492807, 0.5912578572255459, 0.5248577837638096, 0.7944031412438772, 1.0, 0.1731045290305067]"
BoTorch,31,completed,0.7071276903152466,3,128,GATED,TANH,ADD,ADAM,0.0011409591560508693,1e-05,32,7.446759574988391,,0.0,"[0.0, 0.6302955234727426, 0.26495803017213704, 0.5188024238548714, 0.14157359039114975, 0.27426328486680995, 0.5801488431435828, 0.4943314012010238, 0.5556588177973102, 0.0]"
BoTorch,32,completed,0.5760892033576965,5,64,GATED,RELU,MEAN,ADAM,0.0009406011027432167,1e-05,32,15.613223879016005,,0.25,"[0.9671761251834913, 0.0, 0.26895603538453106, 0.4069214514147966, 0.88283780931114, 0.6248168099028414, 0.49628422884945966, 1.0, 1.0, 1.0]"
BoTorch,33,completed,0.6558585166931152,3,64,GATED,TANH,MEAN,ADAM,0.0010320096716343807,1e-05,32,12.125453549000667,,0.0,"[0.1737749857118915, 0.4697970395333766, 0.22416862730778475, 0.9688739447943023, 0.7840595120892526, 0.7047534668020431, 0.536562512646879, 0.0, 0.8535002166568949, 0.0]"
BoTorch,34,completed,1.8365341424942017,3,128,GATED,RELU,MEAN,ADAM,0.0008959530090128155,1e-05,32,3.907210027013207,,0.0,"[0.0, 1.0, 0.21746629549458457, 0.4010752833598973, 0.8510701054060851, 0.6098486387881962, 0.47516397764156765, 0.0, 1.0, 0.0]"
BoTorch,35,completed,0.5536060333251953,3,128,GATED,RELU,MEAN,ADAM,0.0006148915972663309,1e-05,32,10.694387112976983,,0.0,"[0.14417998995322676, 0.7458609014070111, 0.04444249504983677, 0.26248808819140684, 0.9506719395040427, 0.5040625291385968, 0.31167730356193546, 0.7314289533206518, 0.720081787245882, 0.0]"
BoTorch,36,completed,0.636726975440979,5,128,GATED,RELU,MEAN,ADAM,0.0011923384960691736,1e-05,32,14.714999392977916,,0.25,"[0.9737451249633827, 0.9603186699199157, 0.1720609397873804, 0.4974944376897892, 0.9484219980920084, 0.7942776137817503, 0.5992783111760962, 0.3433291493302784, 1.0, 1.0]"
BoTorch,37,completed,0.6877660751342773,5,128,GATED,RELU,MEAN,ADAM,0.0011106399928539376,1e-05,16,19.849697511992417,,0.23849715726933923,"[0.9181192451155082, 0.7899811352847622, 0.2684888279065336, 0.0, 0.8156752476165336, 0.5980549658397974, 0.5684520531374542, 0.12798973131609537, 0.0, 0.9539886290773569]"
BoTorch,38,completed,0.731135368347168,3,128,GATED,TANH,MEAN,ADAM,0.000654454446486498,1e-05,32,9.55416676698951,,0.09970649847456255,"[0.2413651024723428, 0.6592639625240013, 0.35268529131255805, 1.0, 0.9202932738936495, 0.7546663145441523, 0.33875816801118747, 0.7991366639913621, 1.0, 0.3988259938982502]"
BoTorch,39,completed,0.5205106139183044,4,128,GATED,RELU,MEAN,ADAM,0.0006621142424896741,1e-05,16,35.48824395798147,,0.06895433853696464,"[0.45061521448185454, 0.7780985064854886, 0.0, 0.19982209345582214, 0.6177145330151118, 0.8988888317132393, 0.34381167520688544, 0.5257072493430006, 0.0, 0.2758173541478586]"
BoTorch,40,completed,0.7399043440818787,3,128,GATED,RELU,ADD,ADAM,0.0011004713828547553,1e-05,16,13.649257412995212,,0.06829795776991968,"[0.326646123841801, 0.6821223659532012, 0.0, 0.2334043533465359, 0.1146177949950168, 0.45205981692999025, 0.5644574987304845, 0.7346438482559057, 0.3724862217482692, 0.2731918310796787]"
BoTorch,41,completed,0.901724100112915,3,128,GATED,RELU,MEAN,ADAM,0.0006900625846438858,1e-05,32,7.694576251989929,,0.0,"[0.3129300036071135, 0.6289869007245475, 0.0, 0.19184118227092584, 1.0, 0.7758845345071386, 0.3617672257754379, 0.6459368167348779, 1.0, 0.0]"
BoTorch,42,completed,0.9463189840316772,3,128,GATED,TANH,MEAN,ADAM,0.0008948734512015409,1e-05,32,6.405416327004787,,0.08148097060645669,"[0.28053007190073237, 0.6226947435422866, 0.19989517902473064, 0.5396158191398618, 0.8074318957099411, 0.47337328157227665, 0.4746403690535317, 0.8060704251365625, 0.5358004775168957, 0.32592388242582676]"
BoTorch,43,completed,0.7557550668716431,3,128,GATED,RELU,MEAN,ADAM,0.0005665001915015978,1e-05,16,14.047013106988743,,0.020561563651172583,"[0.0, 0.6475964881935098, 0.07617420261518751, 0.33018454986605916, 0.869223788072356, 0.6120046474534798, 0.2760788062901207, 0.9207513418234969, 0.46900052562275285, 0.08224625460469033]"
BoTorch,44,completed,0.5960693955421448,4,64,GATED,RELU,MEAN,ADAM,0.0009641218654467095,1e-05,32,15.23007655699621,,0.1166189952079035,"[0.38997331553517983, 0.483176637699386, 0.12724922606250777, 0.4468859088413365, 0.929364336316912, 0.7567211146262619, 0.5070106776748656, 0.8843437592714616, 0.9529177225190942, 0.466475980831614]"
