method,trial,status,validation_loss,num_layers,hidden_dim,layer_type,activation,pooling,optimizer_type,learning_rate,weight_decay,batch_size,elapsed_seconds,error,dropout
Optuna-tpe,0,completed,3.6289913654327393,5,512,GAT,ELU,MAX,ADAM,0.00017592864526305954,0.0001,32,7.80733,,0.2438226290083398
Optuna-tpe,1,completed,3.4699766635894775,3,64,GATED,TANH,MEAN_MAX,ADAMW,0.0006067000822553092,0.0001,256,0.811599,,0.14769056372060502
Optuna-tpe,2,completed,5.608899116516113,5,512,GIN,ELU,MEAN_MAX,RMSPROP,0.00034424423931282895,1e-05,32,3.908736,,0.1203792404091989
Optuna-tpe,3,completed,2.3347768783569336,2,512,GRAPH_SAGE,TANH,ADD,ADAM,3.429061096835176e-05,1e-05,16,3.71888,,0.20425058746500974
Optuna-tpe,4,completed,5.835052490234375,4,256,GIN,RELU,MEAN_MAX,ADAMW,0.0007374883491623447,1e-05,32,3.256393,,0.24898714927292248
Optuna-tpe,5,completed,0.6632001996040344,3,64,GATED,GELU,MAX,ADAM,0.0002102755230935308,1e-06,16,32.855235,,0.012501247942110216
Optuna-tpe,6,completed,1.5092555284500122,3,32,GCN,GELU,ADD,ADAM,0.0001533888857351329,1e-06,64,11.739893,,0.3590058870791521
Optuna-tpe,7,completed,5.3627800941467285,3,256,GCN,GELU,MEAN_MAX,RMSPROP,0.0001546795171906587,1e-06,128,0.924756,,0.3264366943267551
Optuna-tpe,8,completed,20.163311004638672,2,256,GAT,TANH,MEAN_MAX,ADAM,0.003511977320303485,0.01,16,6.540872,,0.4730713550803969
Optuna-tpe,9,completed,4.04632568359375,5,32,GAT,ELU,MEAN,ADAM,0.0001607978644249103,0.01,128,2.414617,,0.31686714874054545
Optuna-tpe,10,completed,9.375462532043457,4,128,GAT,GELU,MEAN_MAX,ADAMW,0.002834457275558596,1e-06,32,5.503454,,0.3274448611816805
Optuna-tpe,11,completed,21.59940528869629,3,64,GRAPH_SAGE,ELU,MEAN_MAX,RMSPROP,0.002862723443045597,0.0001,256,0.554504,,0.1602969708147009
Optuna-tpe,12,completed,5.651455402374268,4,64,GAT,RELU,MEAN_MAX,ADAMW,1.680138996957937e-05,0.001,64,5.581834,,0.25665045886835314
Optuna-tpe,13,completed,1.8925116062164307,3,64,GIN,ELU,MEAN,RMSPROP,0.00014218482481725874,1e-05,64,4.969994,,0.022243486569023863
Optuna-tpe,14,completed,2.5015311241149902,4,64,GATED,GELU,MEAN_MAX,SGD,1.4792153442324447e-05,1e-05,16,70.751914,,0.0371823596592194
Optuna-tpe,15,completed,5.912224769592285,4,512,GAT,GELU,MEAN_MAX,ADAMW,0.0022932498704951545,1e-05,16,24.386456,,0.43724808843759994
Optuna-tpe,16,completed,4.160794258117676,5,512,GCN,RELU,MAX,ADAMW,0.0048089428529896235,1e-06,256,0.908003,,0.23163392192833798
Optuna-tpe,17,completed,4.226128578186035,4,512,GAT,TANH,MAX,ADAMW,0.0008641113897511343,0.0001,64,2.849789,,0.11717527288445778
Optuna-tpe,18,completed,3.1351518630981445,3,128,GAT,ELU,MEAN,ADAMW,0.008309239848039704,1e-05,128,2.369517,,0.4155475720563092
Optuna-tpe,19,completed,1.8681590557098389,5,128,GIN,TANH,MEAN,SGD,0.00011730343034619909,0.01,32,15.016613,,0.424322457765749
Optuna-tpe,20,completed,1.1938469409942627,2,32,GATED,GELU,ADD,ADAM,4.747391404956869e-05,0.0,64,14.995427,,0.379669704688966
Optuna-tpe,21,completed,1.2442104816436768,2,32,GATED,GELU,ADD,ADAM,5.782601978613805e-05,0.0,64,11.773466,,0.39190847720577787
Optuna-tpe,22,completed,1.235742449760437,2,32,GATED,GELU,ADD,ADAM,4.919319910855304e-05,0.0,64,14.978555,,0.3750533785735492
Optuna-tpe,23,completed,1.3289061784744263,2,32,GATED,GELU,ADD,ADAM,5.592434501248842e-05,0.0,64,8.792296,,0.4788494086382319
Optuna-tpe,24,completed,1.265299916267395,2,32,GATED,GELU,ADD,ADAM,2.9750599383950853e-05,0.0,64,12.660852,,0.061155419263705955
Optuna-tpe,25,completed,4.721414566040039,2,32,GATED,GELU,MAX,ADAM,7.669034545186063e-05,0.0,16,7.404415,,0.2905872507871556
Optuna-tpe,26,completed,1.5045589208602905,2,32,GATED,GELU,ADD,ADAM,2.1955654976311935e-05,0.0,64,10.858345,,0.37287440828274077
Optuna-tpe,27,completed,1.5829252004623413,2,32,GATED,GELU,ADD,SGD,1.0149423676734528e-05,0.001,16,53.204208,,0.29057508204984095
Optuna-tpe,28,completed,6.8336334228515625,3,64,GATED,GELU,MAX,ADAM,0.00040112949082420513,0.0,64,1.755311,,0.45131915055897864
Optuna-tpe,29,completed,5.908387184143066,2,32,GATED,GELU,MAX,ADAM,0.00024798070100154074,0.0,64,1.424955,,0.354984782399704
Optuna-tpe,30,completed,1.2206391096115112,3,32,GRAPH_SAGE,GELU,ADD,ADAM,8.64770646676951e-05,1e-06,16,26.854849,,0.18480329212433502
Optuna-tpe,31,completed,1.1295684576034546,3,32,GRAPH_SAGE,GELU,ADD,ADAM,8.549140052153612e-05,1e-06,16,21.296777,,0.07468178965039596
Optuna-tpe,32,completed,1.3450218439102173,3,32,GRAPH_SAGE,GELU,ADD,ADAM,8.999518177199772e-05,1e-06,16,17.102897,,0.07129683857693717
Optuna-tpe,33,completed,1.2427493333816528,3,32,GRAPH_SAGE,GELU,ADD,ADAM,0.00023712423576611387,1e-06,16,12.88692,,0.09689125085854035
Optuna-tpe,34,completed,1.2451280355453491,3,64,GRAPH_SAGE,GELU,ADD,ADAM,3.7649177271375406e-05,1e-06,16,14.260422,,0.18139046775342615
Optuna-tpe,35,completed,4.406889915466309,3,32,GRAPH_SAGE,RELU,MAX,ADAM,0.00048779808470775704,1e-06,16,4.698272,,0.13434935266795617
Optuna-tpe,36,completed,1.072068691253662,3,256,GRAPH_SAGE,GELU,ADD,ADAM,9.120964152614285e-05,1e-06,16,15.162212,,0.08324311537708291
Optuna-tpe,37,completed,1.319950819015503,3,256,GRAPH_SAGE,GELU,ADD,ADAM,0.0002914603271044874,1e-06,256,0.707015,,0.011874056445208087
Optuna-tpe,38,completed,1.645716905593872,3,256,GRAPH_SAGE,TANH,ADD,SGD,9.483221350720115e-05,1e-06,16,10.403296,,0.08411896263044859
Optuna-tpe,39,completed,1.9581944942474365,4,256,GCN,RELU,MAX,RMSPROP,0.001065534144053452,0.001,16,11.005126,,0.05098660984805622
Optuna-tpe,40,completed,1.1292036771774292,3,256,GRAPH_SAGE,GELU,ADD,ADAM,0.00020277378991516386,1e-06,128,1.676582,,0.10113018842937488
Optuna-tpe,41,completed,1.15395188331604,3,256,GRAPH_SAGE,GELU,ADD,ADAM,0.00019235290551516637,1e-06,128,1.882346,,0.0017085281361045035
Optuna-tpe,42,completed,1.0056772232055664,3,256,GRAPH_SAGE,GELU,ADD,ADAM,0.00024107443887642536,1e-06,128,2.254353,,0.00739987922544269
Optuna-tpe,43,completed,1.1088718175888062,3,256,GRAPH_SAGE,GELU,ADD,ADAM,0.0005486634521708053,1e-06,128,1.872135,,0.10541105171721729
Optuna-tpe,44,completed,1.1728837490081787,3,256,GRAPH_SAGE,GELU,ADD,ADAM,0.001449870883549586,1e-06,128,1.48845,,0.10274957474902993
Optuna-tpe,45,completed,1.5577266216278076,3,256,GRAPH_SAGE,ELU,ADD,ADAM,0.0005828596518939004,1e-06,128,1.299824,,0.03055905680625936
Optuna-tpe,46,completed,0.8778152465820312,4,256,GRAPH_SAGE,GELU,MEAN,RMSPROP,0.00039501844031990626,1e-06,128,6.473032,,0.046763553845377503
Optuna-tpe,47,completed,2.1132147312164307,4,256,GIN,GELU,MEAN,RMSPROP,0.0004031599859903387,0.0001,128,2.594349,,0.04354421284392667
Optuna-tpe,48,completed,1.7711595296859741,4,256,GRAPH_SAGE,TANH,MEAN,RMSPROP,0.0003302256370413161,1e-06,128,3.667772,,0.15458852513180577
Optuna-tpe,49,completed,2.3391671180725098,4,256,GRAPH_SAGE,RELU,MEAN,RMSPROP,0.0007047171868861653,0.01,128,2.502253,,0.0007156080880772152
Optuna-tpe,50,completed,2.610086441040039,4,256,GCN,ELU,MEAN,RMSPROP,0.0013531894609649076,1e-06,128,2.542178,,0.02540453130751811
Optuna-tpe,51,completed,5.102425575256348,3,256,GRAPH_SAGE,GELU,MAX,RMSPROP,0.00016615701189252234,1e-06,128,0.729115,,0.11182973197902936
Optuna-tpe,52,completed,1.6285011768341064,3,256,GRAPH_SAGE,GELU,MEAN,ADAM,0.00021179211716338808,1e-06,128,2.120509,,0.13404062017337884
Optuna-tpe,53,completed,1.1852480173110962,3,256,GRAPH_SAGE,GELU,ADD,ADAM,0.00047360159177345547,1e-06,128,1.487946,,0.05484022718439681
Optuna-tpe,54,completed,1.186643123626709,4,64,GRAPH_SAGE,GELU,ADD,SGD,0.00029489767724527876,1e-06,32,14.054498,,0.09101695713114084
Optuna-tpe,55,completed,1.5915205478668213,3,256,GIN,GELU,MEAN_MAX,ADAM,0.0001361671454968643,0.0001,128,1.718593,,0.03675909576847359
Optuna-tpe,56,completed,1.3595025539398193,3,128,GRAPH_SAGE,GELU,MEAN,RMSPROP,0.000921762487320419,1e-06,128,3.646821,,0.06617704364689384
Optuna-tpe,57,completed,1.883575439453125,4,512,GRAPH_SAGE,GELU,MAX,ADAMW,0.0005557973368460271,0.01,256,0.918601,,0.020572657142549057
Optuna-tpe,58,completed,2.2354462146759033,3,256,GRAPH_SAGE,TANH,ADD,ADAM,0.00013213057583928814,1e-06,128,0.916502,,0.17479594736864992
Optuna-tpe,59,completed,1.0916203260421753,5,64,GAT,GELU,ADD,ADAM,0.00010831998569407773,0.001,32,24.325551,,0.14030022673358145
Optuna-tpe,60,completed,3.716447591781616,5,64,GAT,ELU,MEAN_MAX,ADAM,0.00011283546336403014,0.001,32,8.725786,,0.2175006066876854
Optuna-tpe,61,completed,1.132591962814331,5,64,GAT,GELU,ADD,ADAM,0.00018963982394179374,0.001,32,18.341794,,0.127825616562509
Optuna-tpe,62,completed,0.9742392897605896,5,64,GAT,GELU,ADD,ADAM,6.400071018406967e-05,0.001,32,46.325717,,0.10768607910226727
Optuna-tpe,63,completed,1.0385392904281616,5,64,GAT,GELU,ADD,ADAM,7.106206940262552e-05,0.001,32,24.306303,,0.08349221798322802
