method,trial,status,validation_loss,num_layers,hidden_dim,layer_type,activation,pooling,optimizer_type,learning_rate,weight_decay,batch_size,elapsed_seconds,error,dropout
Optuna-tpe,0,completed,13.171233177185059,2,512,GATED,ELU,MAX,RMSPROP,0.00730237909845429,0.0001,256,1.330089,,0.45433137891554387
Optuna-tpe,1,completed,1.2144873142242432,5,256,GIN,GELU,ADD,RMSPROP,0.0004169686394342776,1e-05,256,2.272042,,0.1226716264816799
Optuna-tpe,2,completed,1.7041785717010498,4,256,GIN,TANH,ADD,ADAMW,0.00020138863730355524,0.0,256,1.440499,,0.38844768335438473
Optuna-tpe,3,completed,0.9604910612106323,2,256,GATED,ELU,ADD,ADAM,0.0015088116241331387,0.0,16,12.14098,,0.23409695303496258
Optuna-tpe,4,completed,6.4990386962890625,2,64,GCN,GELU,MAX,ADAM,9.082704414938984e-05,0.01,128,1.097518,,0.33532488510562536
Optuna-tpe,5,completed,6.607917308807373,5,512,GAT,TANH,MAX,ADAMW,0.0003027458702022564,0.01,16,16.231832,,0.17789721315624618
Optuna-tpe,6,completed,3.8193607330322266,3,32,GRAPH_SAGE,TANH,MEAN_MAX,ADAMW,0.0021179360239997357,1e-05,16,6.228143,,0.3573777849622957
Optuna-tpe,7,completed,3.7297873497009277,3,512,GCN,GELU,MEAN,RMSPROP,1.5409450865357443e-05,1e-05,128,4.05814,,0.3917506753945831
Optuna-tpe,8,completed,1.7024778127670288,4,256,GRAPH_SAGE,TANH,ADD,SGD,0.0024698728334256364,1e-05,256,1.93536,,0.2910272550235298
Optuna-tpe,9,completed,4.598673343658447,2,512,GIN,RELU,MAX,ADAMW,1.9137186243769325e-05,0.001,32,2.370761,,0.2047049223436319
Optuna-tpe,10,completed,1.6041898727416992,5,256,GIN,RELU,MEAN,ADAM,8.043969557303443e-05,0.001,128,7.625323,,0.3464747726598087
Optuna-tpe,11,completed,7.634798049926758,3,128,GATED,GELU,MAX,RMSPROP,0.002071919205181994,0.01,128,1.082804,,0.18470628291729774
Optuna-tpe,12,completed,1.4208452701568604,5,256,GRAPH_SAGE,GELU,MEAN_MAX,ADAMW,0.009651165483119924,0.001,32,20.364618,,0.058246316946093946
Optuna-tpe,13,completed,1.382441520690918,4,32,GRAPH_SAGE,ELU,ADD,ADAM,0.000268435308509355,1e-05,256,3.801969,,0.13080160102469218
Optuna-tpe,14,completed,5.105124473571777,3,32,GCN,ELU,MEAN_MAX,RMSPROP,0.0010054523686380762,0.0001,16,6.902938,,0.10742775207137684
Optuna-tpe,15,completed,2.882641315460205,2,256,GIN,ELU,MEAN,ADAM,0.0005264870436117039,0.001,256,1.156224,,0.3540523964766713
Optuna-tpe,16,completed,1.250830054283142,2,256,GCN,GELU,ADD,ADAM,0.0038426329327777907,0.001,128,2.264028,,0.16146827821769516
Optuna-tpe,17,completed,3.0046160221099854,2,512,GIN,ELU,MEAN,SGD,1.3730438767564694e-05,1e-05,16,12.319484,,0.21645291328338206
Optuna-tpe,18,completed,6.749696254730225,4,128,GAT,ELU,MEAN_MAX,SGD,7.924056013812503e-05,0.0,128,2.584963,,0.45189905101384215
Optuna-tpe,19,completed,19.17803955078125,3,256,GRAPH_SAGE,TANH,MAX,ADAM,0.006840105377596014,0.0001,64,1.541414,,0.09957817076093217
Optuna-tpe,20,completed,0.6022298336029053,5,64,GATED,RELU,ADD,RMSPROP,0.000772539225111213,1e-06,64,24.346221,,0.007618443524365609
Optuna-tpe,21,completed,0.7938368916511536,5,64,GATED,RELU,ADD,RMSPROP,0.0008479569769676873,1e-06,64,11.485117,,0.007326691531852908
Optuna-tpe,22,completed,0.8245745897293091,5,64,GATED,RELU,ADD,RMSPROP,0.0009515483796351413,1e-06,64,7.452888,,0.025642215089638196
Optuna-tpe,23,completed,0.8450888991355896,5,64,GATED,RELU,ADD,RMSPROP,0.0010553867326352907,1e-06,64,5.837528,,0.04551389811685569
Optuna-tpe,24,completed,0.8522558808326721,5,64,GATED,RELU,ADD,RMSPROP,0.000597634892228152,1e-06,64,9.846133,,0.02053339476929923
Optuna-tpe,25,completed,0.807103157043457,5,64,GATED,RELU,ADD,RMSPROP,0.0008591013921550279,1e-06,64,8.236644,,0.024396866167593942
Optuna-tpe,26,completed,1.2587525844573975,4,64,GATED,RELU,ADD,RMSPROP,0.00014871336072105765,1e-06,64,4.941783,,0.0018159846496380036
Optuna-tpe,27,completed,2.8186051845550537,5,64,GATED,RELU,ADD,RMSPROP,0.004123486027588907,1e-06,64,2.619426,,0.07422307129981479
